-24348.258303123064	23960.128535367934	-29302.802529753466	-11505.25367010915	27549.43833661507	-30095.00986345395	39131.9790357147	36344.78749100677	-25207.4364311302	23198.375495149743	-34191.13504827022	-30629.617934486527	4336.704844047689	-6917.458137875294	10027.92256694904	25422.057788404643	2342.0019054848694	-6896.634368304203	4940.843987444469	5715.169556520248	-47949.42991491412	47423.165677387165	-64414.276739381974	-42875.970337522966	
23960.128535367934	-26868.307412942446	34204.58458810354	15714.588393242835	-31972.796931458408	27808.872858306768	-40193.06622943371	-36999.08135471321	22393.609608862123	-21265.58830854665	32739.8583339269	29487.587169999704	-8749.181165250497	2485.757456560068	-8983.524787275319	-22759.952117896264	-9579.187322596288	6543.284549760119	-7453.207895506805	-7511.494184713516	46518.14276149468	-48005.85037200526	66836.32598728692	45495.624833333815	
-29302.802529753462	34204.58458810354	-52504.18030251605	-24499.72613497956	34303.38371798895	-25170.769685398052	46988.34817793053	47843.2714050783	-26948.242071681594	19863.604153324908	-33154.95356863383	-33893.30421736816	5031.32898339895	6374.76828840904	1786.1857174417373	26212.670953748075	7355.14164630735	-5307.165532073145	13833.394609296705	13949.967187710143	-56919.38636405681	53653.881418972815	-84752.38139177945	-58510.1025824326	
-11505.253670109149	15714.588393242831	-24499.726134979563	-59716.62772079099	48148.02048989195	-28951.422491836965	54549.65379080849	-26631.904911564547	-33848.68147963703	24390.736556844746	-36575.85717166023	18402.468927156373	37536.9004738995	-14435.909011244468	32810.66736152706	-85278.85003226127	14299.339010254907	-4560.685934992217	17973.79661914825	-8229.435984408175	-46238.645303458805	40214.51805766183	-61032.78621924666	-39565.33950896889	
27549.43833661507	-31972.796931458408	34303.38371798895	48148.02048989195	-50712.77968913331	24078.31712006151	-44256.07027364745	-9541.537870342827	8918.061683152402	-22085.401397092486	33306.46332930169	8033.3899641837115	-20717.57874111036	-8335.383103152031	-10416.180741689688	39243.460757587236	-37446.83913364547	2110.0464786867324	-12552.364593299078	-2197.014695569369	36467.50001976746	-54058.1983285509	67609.84704729062	56181.41045407565	
-30095.00986345395	27808.872858306768	-25170.76968539806	-28951.42249183697	24078.31712006151	-65738.48819021176	49550.30862899822	25553.317680110624	-22085.40139709248	43422.85306814729	-53984.43244621621	-22625.54407125456	-6503.660075776831	-35431.20323589804	20912.354667751002	-5010.047490967856	2158.8201687647697	-19424.4391602163	-8727.193871157688	1252.4712542058433	-52180.41126054643	71231.72592645406	-79155.20213161426	-51576.966563091526	
39131.9790357147	-40193.06622943371	46988.348177930544	54549.65379080849	-44256.07027364745	49550.30862899822	-94134.55046983155	-16525.67242732683	28477.868011575934	-40303.41237932659	65718.65586233164	18559.68624730255	-5419.58715813961	5554.061592066639	-37616.81591526652	41186.85680703864	-17576.054671336988	5278.984129585535	-18019.708667835497	4908.705553363176	67609.84704729062	-80496.47860876028	112707.00404026218	73109.34003811104	
36344.78749100677	-36999.08135471321	47843.2714050783	-26631.90491156455	-9541.537870342823	25553.317680110624	-16525.672427326826	-111378.35861760547	9642.921736758954	-14577.885208378302	20169.218019877797	77614.76641998207	27128.61807209238	-13334.09059761966	34588.86039925966	-135821.71059188902	-603.7408196868146	9462.709084008902	6599.526809401825	-29277.890701052253	45987.70922776572	-51576.96656309151	68012.4894249561	50982.86150841752	
-25207.4364311302	22393.60960886212	-26948.242071681594	-33848.68147963703	8918.061683152395	-22085.40139709248	28477.868011575934	9642.921736758954	-6964.627177393575	20710.346021111953	-27070.118644760765	-9457.661903314494	-16289.3747479778	308.2082117696361	1529.6259398943303	-24205.75974287808	4803.369896455115	-1328.4986718151347	-139.4604684381597	-335.4855242574199	-30753.504469971573	43444.62198301323	-54930.301886246634	-44263.82972434166	
23198.375495149743	-21265.58830854665	19863.604153324908	24390.736556844746	-22085.401397092486	43422.85306814729	-40303.412379326575	-14577.885208378302	20710.346021111953	-33633.20669634313	44275.2369816437	17742.87630988645	1112.974098057261	22157.264759600643	-20439.808226001674	9812.851348466447	-1377.2723618931736	11912.656714923234	547.9361920156052	1939.367389471366	44349.64489890571	-54585.71518932383	63460.41986074484	42117.03788340089	
-34191.13504827022	32739.8583339269	-33154.95356863383	-36575.85717166023	33306.463329301696	-53984.43244621621	65718.65586233164	20169.218019877793	-27070.11864476077	44275.2369816437	-64937.95449334389	-25767.79403357861	-884.6717189685357	-21244.574112289316	32563.70229369782	-16406.639151782445	4884.22960959975	-13458.241808727615	9147.236705631949	-2899.1493332958153	-62425.19226157178	76642.86442905894	-96988.43765102027	-62155.27291643272	
-30629.617934486527	29487.587169999704	-33893.30421736816	18402.468927156373	8033.3899641837115	-22625.54407125456	18559.686247302547	77614.76641998209	-9457.661903314494	17742.87630988645	-25767.794033578615	-62566.487115516284	-22596.22797030281	6862.043098745139	-15333.617970065618	96017.23534713847	-1928.7594001399775	-6270.870440331688	-4589.970589334461	18434.971617788597	-40901.15475840581	47398.14465907288	-59632.58927961865	-42395.33774975577	
